1.000,244575584.000
2.000,244575264.000
3.000,244575200.000
4.000,244574080.000
5.000,244561392.000
6.000,244559616.000
7.000,244558896.000
8.000,244557760.000
9.000,244557056.000
10.000,244557056.000
11.000,244726256.000
12.000,244555648.000
13.000,244550992.000
14.000,244551008.000
15.000,244551600.000
16.000,244544336.000
17.000,244540576.000
18.000,244539200.000
19.000,244588624.000
20.000,244536416.000
21.000,244535568.000
22.000,244534176.000
23.000,244615584.000
24.000,244534208.000
25.000,244533456.000
26.000,244552528.000
27.000,244532800.000
28.000,244638880.000
29.000,244534800.000
30.000,244530752.000
31.000,244530464.000
32.000,244530432.000
33.000,244639888.000
34.000,244526704.000
35.000,244526112.000
36.000,244516336.000
37.000,244514560.000
38.000,244511792.000
39.000,244511984.000
40.000,244510576.000
41.000,244510400.000
42.000,244511168.000
43.000,244507488.000
44.000,244510912.000
45.000,244498384.000
46.000,244495616.000
47.000,244494848.000
48.000,244516448.000
49.000,244493568.000
50.000,244490848.000
51.000,244487808.000
52.000,244487504.000
53.000,244488384.000
54.000,244486704.000
55.000,244487328.000
56.000,244485312.000
57.000,244484128.000
58.000,244484256.000
59.000,252487920.000
60.000,244483312.000
61.000,244476704.000
62.000,244492976.000
63.000,244476096.000
64.000,244473920.000
65.000,246557264.000
66.000,244472272.000
67.000,244471632.000
68.000,244473040.000
69.000,244470976.000
70.000,244470448.000
71.000,244469120.000
72.000,244468208.000
73.000,244898208.000
74.000,245979216.000
75.000,244463152.000
76.000,245868112.000
77.000,244454192.000
78.000,244643200.000
79.000,244451968.000
80.000,244447312.000
81.000,244446640.000
82.000,244442176.000
83.000,244430784.000
84.000,244429680.000
85.000,244652176.000
86.000,244424448.000
87.000,244424224.000
88.000,244424240.000
89.000,248490080.000
90.000,248468976.000
91.000,244417184.000
92.000,245479520.000
93.000,244408352.000
94.000,244407824.000
95.000,244407552.000
96.000,245141392.000
97.000,244406304.000
98.000,244405120.000
99.000,245719312.000
100.000,244398736.000
101.000,244394976.000
102.000,259819280.000
103.000,244388832.000
104.000,249201120.000
105.000,244386928.000
106.000,244384368.000
107.000,244383760.000
108.000,244382144.000
109.000,244381456.000
110.000,244379008.000
111.000,244378592.000
112.000,244377712.000
113.000,244377184.000
114.000,244376976.000
